Payment_Name,SM_Transmission_Date_ACH_File__c,Amount,Source_File
PY-01534165,2024-01-29,115.96,ACH_20240129.csv
PY-01534172,2024-01-29,111.50,ACH_20240129.csv
PY-01534259,2024-01-29,76.94,ACH_20240129.csv
PY-01534541,2024-01-29,88.09,ACH_20240129.csv
PY-01534564,2024-01-29,88.09,ACH_20240129.csv
PY-01535172,2024-01-29,76.94,ACH_20240129.csv
PY-01535223,2024-01-29,99.99,ACH_20240129.csv
PY-01535228,2024-01-29,88.09,ACH_20240129.csv
PY-01535230,2024-01-29,76.94,ACH_20240129.csv
PY-01535231,2024-01-29,83.63,ACH_20240129.csv
PY-01535242,2024-01-29,54.64,ACH_20240129.csv
PY-01535243,2024-01-29,54.64,ACH_20240129.csv
PY-01535247,2024-01-29,76.94,ACH_20240129.csv
PY-01535265,2024-01-29,54.64,ACH_20240129.csv
PY-01535270,2024-01-29,76.94,ACH_20240129.csv
PY-01535272,2024-01-29,83.63,ACH_20240129.csv
PY-01535282,2024-01-29,88.09,ACH_20240129.csv
PY-01535283,2024-01-29,88.09,ACH_20240129.csv
PY-01535302,2024-01-29,76.94,ACH_20240129.csv
PY-01535305,2024-01-29,88.09,ACH_20240129.csv
PY-01535792,2024-01-29,88.09,ACH_20240129.csv
PY-01536071,2024-01-29,76.94,ACH_20240129.csv
PY-01536423,2024-01-29,88.09,ACH_20240129.csv
PY-01536430,2024-01-29,54.64,ACH_20240129.csv
PY-01536435,2024-01-29,83.63,ACH_20240129.csv
PY-01536444,2024-01-29,76.94,ACH_20240129.csv
PY-01536446,2024-01-29,149.41,ACH_20240129.csv
PY-01536447,2024-01-29,88.09,ACH_20240129.csv
PY-01536448,2024-01-29,115.96,ACH_20240129.csv
PY-01536875,2024-01-29,110.39,ACH_20240129.csv
PY-01537065,2024-01-29,54.64,ACH_20240129.csv
PY-01537085,2024-01-29,83.63,ACH_20240129.csv
PY-01537198,2024-01-29,83.63,ACH_20240129.csv
PY-01537205,2024-01-29,76.94,ACH_20240129.csv
PY-01537241,2024-02-08,88.09,ACH_20240208.csv
PY-01537256,2024-02-08,76.94,ACH_20240208.csv
PY-01537281,2024-01-29,88.09,ACH_20240129.csv
PY-01537348,2024-01-29,88.09,ACH_20240129.csv
PY-01537350,2024-01-29,76.94,ACH_20240129.csv
PY-01537399,2024-01-29,88.09,ACH_20240129.csv
PY-01537457,2024-01-29,88.09,ACH_20240129.csv
PY-01537480,2024-01-29,88.09,ACH_20240129.csv
PY-01537936,2024-01-24,88.09,ACH_20240124 - RETURNS.csv
PY-01537938,2024-02-08,88.09,ACH_20240208.csv
PY-01537951,2024-01-29,83.63,ACH_20240129.csv
PY-01537958,2024-01-29,76.94,ACH_20240129.csv
PY-01537966,2024-01-29,76.94,ACH_20240129.csv
PY-01537975,2024-01-29,88.09,ACH_20240129.csv
PY-01538360,2024-01-29,88.09,ACH_20240129.csv
PY-01538664,2024-01-29,76.94,ACH_20240129.csv
PY-01538724,2024-01-29,88.09,ACH_20240129.csv
PY-01538730,2024-01-29,104.81,ACH_20240129.csv
