Name,SM_Contract__r.ContractNumber,Payment_Status__c,SM_Check_Collection_Status__c,SM_Return_code__c,SM_Amount__c,SM_Transmission_Date_ACH_File__c,SM_Historical_Collection_Status__c
PY-01888801,00314768,ACCEPTED,COLLECTED,,79,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888804,00316463,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888807,00316780,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888811,00316991,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888813,00317219,ACCEPTED,COLLECTED,,89,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888817,00317705,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888819,00309045,ACCEPTED,COLLECTED,,49,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888820,00313961,ACCEPTED,COLLECTED,,79,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888821,00314444,ACCEPTED,COLLECTED,,79,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888822,00314664,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888824,00314768,ACCEPTED,COLLECTED,,79,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888827,00316463,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888830,00316780,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888834,00316991,ACCEPTED,COLLECTED,,99,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888836,00317219,ACCEPTED,COLLECTED,,89,2026-08-26,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888982,00308673,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888984,00308813,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888985,00308932,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888986,00309331,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888991,00309585,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888992,00310716,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888993,00311340,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888994,00311255,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888995,00311408,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888996,00311285,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888997,00311519,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01888999,00311580,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889001,00311611,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889002,00311815,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889003,00311946,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889004,00311624,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889006,00312086,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889007,00311773,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889009,00312142,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889010,00312255,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889011,00312360,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889013,00312538,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889014,00312589,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889015,00312920,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889018,00312961,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889020,00313019,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889021,00313161,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889022,00313075,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889024,00313324,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889029,00313478,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889030,00313528,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889031,00313529,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889032,00313592,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889035,00313701,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889036,00313726,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889037,00313898,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889038,00313816,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889040,00313979,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889043,00314013,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889047,00314341,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889048,00314143,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889049,00314348,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889051,00314374,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889052,00314528,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889053,00314535,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889056,00314564,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889060,00314771,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889061,00314772,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889062,00314783,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889063,00314849,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889064,00314778,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889065,00314943,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889066,00314885,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889067,00314912,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889068,00314935,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889071,00315072,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889073,00315052,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889074,00315088,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889075,00315270,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889076,00315269,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889079,00315333,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889080,00315337,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889081,00315395,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889082,00315554,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889083,00315550,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889084,00315846,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889086,00315864,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889088,00315593,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889089,00315711,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889092,00315679,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889093,00315955,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889094,00315946,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889096,00315747,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889099,00315676,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889100,00315660,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889101,00315584,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889102,00315623,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889105,00315582,ACCEPTED,COLLECTED,,69,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889107,00316214,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889110,00315937,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889112,00316041,ACCEPTED,COLLECTED,,119,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889114,00316384,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889115,00316301,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889116,00316342,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889118,00316571,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889125,00316543,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889126,00316604,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889127,00316497,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889129,00316100,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889133,00316748,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889134,00316237,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889135,00316792,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889136,00316801,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889137,00316837,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889138,00316856,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889139,00316901,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889141,00316854,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889142,00316857,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889147,00316952,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889148,00316971,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889149,00316927,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889150,00317000,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889153,00316911,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889154,00316821,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889155,00316940,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889158,00317046,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889159,00317053,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889160,00317074,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889161,00317037,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889164,00317132,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889165,00317153,ACCEPTED,COLLECTED,,89,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889166,00317191,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889169,00317066,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889170,00317134,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889171,00317248,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889172,00317287,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889173,00317185,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889175,00317430,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889176,00317448,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889177,00317458,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889178,00317461,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889179,00317470,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889180,00317406,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889187,00317539,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889189,00317547,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889190,00317494,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889191,00317492,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889194,00317675,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889195,00317610,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889197,00317646,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889198,00317655,ACCEPTED,COLLECTED,,49,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889200,00317684,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889201,00317695,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889202,00317754,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889204,00317782,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889205,00317496,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889206,00317686,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889207,00317693,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889209,00317779,ACCEPTED,COLLECTED,,75,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889210,00317785,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889212,00317551,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889234,00317992,ACCEPTED,COLLECTED,,124,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889236,00318208,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889237,00318227,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889243,00318246,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889244,00318284,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889245,00318307,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889246,00318302,ACCEPTED,COLLECTED,,119,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889247,00318331,ACCEPTED,COLLECTED,,119,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889248,00318344,ACCEPTED,COLLECTED,,129,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889250,00318350,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889254,00318370,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889844,00317667,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01889845,00317180,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890500,00316336,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890503,00314762,ACCEPTED,COLLECTED,,104,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890507,00317836,ACCEPTED,COLLECTED,,79,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890508,00317834,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890511,00317718,ACCEPTED,COLLECTED,,144,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890529,00318154,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890530,00318104,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890533,00317957,ACCEPTED,COLLECTED,,124,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890542,00317774,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890544,00317907,ACCEPTED,COLLECTED,,139,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890574,00318359,ACCEPTED,COLLECTED,,119,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01890587,00318019,ACCEPTED,COLLECTED,,99,2026-08-28,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01892871,00317707,ACCEPTED,COLLECTED,,139,2026-08-31,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01892873,00317832,ACCEPTED,COLLECTED,,99,2026-08-31,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01892875,00318225,ACCEPTED,COLLECTED,,139,2026-08-31,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01892876,00317824,ACCEPTED,COLLECTED,,99,2026-08-31,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01892877,00318295,ACCEPTED,COLLECTED,,119,2026-08-31,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894034,00318378,ACCEPTED,COLLECTED,,99,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894035,00318379,ACCEPTED,COLLECTED,,139,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894037,00318382,ACCEPTED,COLLECTED,,99,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894038,00318394,ACCEPTED,COLLECTED,,99,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894039,00318397,ACCEPTED,COLLECTED,,99,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894043,00318431,ACCEPTED,COLLECTED,,99,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894044,00318459,ACCEPTED,COLLECTED,,119,2026-09-01,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894582,00258583,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894583,00309389,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894584,00311713,ACCEPTED,COLLECTED,,69,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894585,00312114,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894588,00313500,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894589,00313777,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894591,00314867,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894592,00315051,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894593,00315329,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894594,00315863,ACCEPTED,COLLECTED,,69,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894596,00316039,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894598,00316242,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894600,00316771,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894601,00316240,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894604,00317042,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894606,00317077,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894607,00316962,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
