Name,SM_Contract__r.ContractNumber,Payment_Status__c,SM_Check_Collection_Status__c,SM_Return_code__c,SM_Amount__c,SM_Transmission_Date_ACH_File__c,SM_Historical_Collection_Status__c
PY-01894610,00317118,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894611,00317119,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894612,00317137,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894617,00317544,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894620,00317592,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894621,00317805,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894622,00317839,ACCEPTED,COLLECTED,,44.03,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894623,00317574,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894624,00318069,ACCEPTED,COLLECTED,,119,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894625,00317482,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894626,00318145,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894627,00318164,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894629,00317820,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894633,00318224,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894634,00318374,ACCEPTED,COLLECTED,,119,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894635,00318419,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894636,00318433,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894637,00318445,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894639,00318073,ACCEPTED,COLLECTED,,75,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894640,00318089,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894643,00318017,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894644,00318023,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894646,00318043,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894647,00318047,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894648,00318056,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894649,00318061,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894650,00318071,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894651,00318074,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894652,00318075,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894653,00318084,ACCEPTED,COLLECTED,,99,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894654,00318085,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894655,00318086,ACCEPTED,COLLECTED,,79,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894657,00318110,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01894658,00318112,ACCEPTED,COLLECTED,,139,2026-09-02,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895367,00312122,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895369,00314465,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895370,00314997,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895371,00315146,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895372,00315161,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895373,00315237,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895378,00316577,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895379,00316450,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895381,00316575,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895382,00316625,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895383,00316666,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895385,00316814,ACCEPTED,COLLECTED,,89,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895386,00317186,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895387,00314997,ACCEPTED,COLLECTED,,104,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895394,00317617,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895395,00317831,ACCEPTED,COLLECTED,,44.03,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895400,00317781,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895403,00317862,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895404,00317860,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895408,00318355,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895409,00318372,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895411,00318387,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895412,00318388,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895413,00318437,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895414,00318432,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895417,00318130,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895418,00318065,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895419,00318096,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895421,00309018,ACCEPTED,COLLECTED,,49,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895423,00311627,ACCEPTED,COLLECTED,,69,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895424,00313768,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895425,00314155,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895426,00315423,ACCEPTED,COLLECTED,,69,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895427,00315580,ACCEPTED,COLLECTED,,69,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895429,00316404,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895430,00316562,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895431,00316870,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895433,00317571,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895434,00317670,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895436,00317763,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895437,00317801,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895438,00317809,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895439,00317840,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895445,00317951,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895446,00318025,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895447,00317859,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895448,00317914,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895449,00317933,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895450,00317941,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895452,00317952,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895454,00317958,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895457,00317964,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895459,00317972,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895462,00317991,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895463,00317996,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895465,00317998,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895466,00318005,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895468,00318013,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895469,00318014,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895470,00318016,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895471,00246052,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895473,00301055,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895474,00311941,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895475,00313104,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895476,00314459,ACCEPTED,COLLECTED,,79,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895477,00314834,ACCEPTED,COLLECTED,,75,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895484,00317969,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895486,00318057,ACCEPTED,COLLECTED,,139,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895487,00318082,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01895488,00318087,ACCEPTED,COLLECTED,,99,2026-09-03,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896062,00318430,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896063,00318436,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896067,00318369,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896068,00318463,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896070,00318469,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896071,00318473,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896073,00318481,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896074,00318494,ACCEPTED,COLLECTED,,99,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
PY-01896075,00318496,ACCEPTED,COLLECTED,,139,2026-09-04,PRC_AUT_15D_SIN_REPORTE: ACCEPTED //
