Payment_Name,ContractNumber,ContractStatus,SM_ACH_Order__c,Amount,Days_Since_Transmission,Current_Payment_Status__c,Current_Check_Collection_Status__c,Current_Return_code__c,Current_Check_Collection_Date__c,Expected_Payment_Status__c,Expected_Check_Collection_Status__c,Expected_Return_code__c,Expected_Return_Change__c,Basis,Report_Txn_Date,Report_Source_File,Reason,Section,Mismatch_Type,Accepted_By_Timeout_Routine,Is_Test_or_VIP_Contract,LastModifiedDate,SM_Historical_Collection_Status__c,Tier,flag_same_file_ambiguous,flag_date_later_plus_retcode,Estado_Aplicado
PY-01868522,00316338,Cancelled,a04UU00000HLyU1YAL,124,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868522_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868523,00316338,Cancelled,a04UU00000HLyVdYAL,124,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868523_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868524,00316338,Cancelled,a04UU00000HM1DNYA1,124,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868524_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868525,00264042,Cancelled,a04UU00000HM1DPYA1,94,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868525_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868526,00316338,Cancelled,a04UU00000HMembYAD,124,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868526_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868527,00316708,Activated,a04UU00000HNL6nYAH,104,64,REJECTED,PENDING,R02,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868527_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01868528,00316686,Cancelled,a04UU00000HNQODYA5,104,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868528_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868531,00264042,Cancelled,a04UU00000HOaGgYAL,94,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868531_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868532,00316338,Cancelled,a04UU00000HPFDNYA5,124,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868532_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868536,00317683,Cancelled,a04UU00000HPn0XYAT,154,64,REJECTED,PENDING,R03,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868536_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868539,00316686,Cancelled,a04UU00000HQ2u1YAD,104,64,REJECTED,PENDING,R08,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868539_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01868540,00316708,Activated,a04UU00000HQ5zxYAD,104,64,REJECTED,PENDING,R02,2026-07-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 64 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:07:17.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (34 CAL,)_1868540_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01868816,00316444,Activated,a04UU00000HE5fZYAT,99,63,REJECTED,PENDING,R10,2026-09-04,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 63 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-15T17:07:08.000+0000,PRC_AUT: PENDING //PRC_AUT_R10_BACKFILL_JUN2026: REJECTED/NOT_COLLECTED //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01869218,00316395,Cancelled,a04UU00000HE5dxYAD,99,62,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 62 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (33 CAL,)_1869218_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869220,00316681,Cancelled,a04UU00000HGiOHYA1,99,62,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 62 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (33 CAL,)_1869220_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869221,00316932,Cancelled,a04UU00000HIMTJYA5,139,62,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 62 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (33 CAL,)_1869221_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869468,00314801,Activated,a04UU00000CHeRxYAL,79,61,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869468_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01869470,00316708,Activated,a04UU00000HGiUjYAL,79,61,REJECTED,RETURN,R02,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869470_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01869472,00316700,Cancelled,a04UU00000HHPEjYAP,79,61,REJECTED,RETURN,R16,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869472_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869473,00316701,Cancelled,a04UU00000HHPLBYA5,99,61,REJECTED,RETURN,R16,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869473_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869476,00314444,Activated,a04UU00000HKhyHYAT,79,61,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869476_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01869477,00316991,Activated,a04UU00000HLabOYAT,99,61,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869477_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01869479,00317160,Cancelled,a04UU00000HLbAsYAL,99,61,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869479_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01869480,00317224,Cancelled,a04UU00000HMICbYAP,139,61,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 61 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (32 CAL,)_1869480_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01870667,00316181,Activated,a04UU00000HELIvYAP,119,57,REJECTED,PENDING,R08,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870667_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870676,00316722,Cancelled,a04UU00000HGxs4YAD,99,57,REJECTED,PENDING,R08,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870676_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01870696,00316964,Activated,a04UU00000HLfuPYAT,139,57,REJECTED,PENDING,R08,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870696_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870697,00317185,Activated,a04UU00000HMHGYYA5,139,57,REJECTED,PENDING,R01,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870697_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870701,00317524,Activated,a04UU00000HOTgbYAH,139,57,REJECTED,PENDING,R08,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870701_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870707,00317710,Activated,a04UU00000HQ6j7YAD,99,57,REJECTED,PENDING,R01,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870707_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870713,00317916,Payment Process,a04UU00000HSFjwYAH,119,57,REJECTED,PENDING,R02,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870713_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870714,00317918,Payment Process,a04UU00000HSFjxYAH,139,57,REJECTED,PENDING,R04,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870714_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870715,00317927,Payment Process,a04UU00000HSFjzYAH,139,57,REJECTED,PENDING,R02,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870715_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870721,00317954,Payment Process,a04UU00000HSFk9YAH,139,57,REJECTED,PENDING,R08,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870721_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870727,00317971,Payment Process,a04UU00000HSFkHYAX,139,57,REJECTED,PENDING,R01,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870727_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870729,00317976,Activated,a04UU00000HSFkJYAX,129,57,REJECTED,PENDING,R04,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870729_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872163,00316680,Activated,a04UU00000HGxs1YAD,139,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872163_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872166,00316619,Activated,a04UU00000HHPY5YAP,99,55,REJECTED,RETURN,R02,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872166_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872167,00316762,Activated,a04UU00000HHPmbYAH,89,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872167_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872178,00316992,Activated,a04UU00000HIyvCYAT,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-08-29T00:51:11.000+0000,"RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872178_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872181,00316927,Activated,a04UU00000HIz01YAD,79,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872181_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872189,00316941,Activated,a04UU00000HJFkjYAH,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872189_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872190,00317058,Activated,a04UU00000HJTanYAH,99,55,REJECTED,RETURN,R08,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872190_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872196,00317116,Activated,a04UU00000HKciYYAT,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872196_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872201,00317073,Activated,a04UU00000HLZXFYA5,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872201_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872202,00317264,Activated,a04UU00000HLs21YAD,89,55,REJECTED,RETURN,R07,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872202_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872205,00317167,Activated,a04UU00000HMBzCYAX,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872205_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872208,00317105,Cancelled,a04UU00000HNimXYAT,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872208_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01872211,00317430,Activated,a04UU00000HNoK5YAL,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872211_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872216,00317406,Activated,a04UU00000HOIQEYA5,99,55,REJECTED,RETURN,R08,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872216_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872217,00317317,Activated,a04UU00000HOTa9YAH,99,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872217_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872219,00317540,Activated,a04UU00000HOaIKYA1,139,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872219_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01872220,00317547,Activated,a04UU00000HOaILYA1,75,55,REJECTED,RETURN,R01,2026-07-30,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 55 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-01T18:55:15.000+0000,"PRC_AUT: RETURN //RETURN>RETURN>NOT COLLECTED X DIAS (26 CAL,)_1872220_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
