Payment_Name,ContractNumber,ContractStatus,SM_ACH_Order__c,Amount,Days_Since_Transmission,Current_Payment_Status__c,Current_Check_Collection_Status__c,Current_Return_code__c,Current_Check_Collection_Date__c,Expected_Payment_Status__c,Expected_Check_Collection_Status__c,Expected_Return_code__c,Expected_Return_Change__c,Basis,Report_Txn_Date,Report_Source_File,Reason,Section,Mismatch_Type,Accepted_By_Timeout_Routine,Is_Test_or_VIP_Contract,LastModifiedDate,SM_Historical_Collection_Status__c,Tier,flag_same_file_ambiguous,flag_date_later_plus_retcode,Estado_Aplicado
PY-01773056,00313119,Activated,a04UU000004JnqjYAC,75,260,REJECTED,PENDING,R01,2026-01-07,ACCEPTED,COLLECTED,,,collections,2026-01-07,Check Collections Jan 13 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01773068,00315884,Cancelled,a04UU00000GG7UAYA1,74.5,260,REJECTED,PENDING,,2026-01-07,ACCEPTED,COLLECTED,,,collections,2026-01-07,Check Collections Jan 16 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:04:42.000+0000,PRC_AUT: PENDING //PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01774868,00315715,Cancelled,a04UU00000Grr3OYAR,69,260,REJECTED,PENDING,,2026-01-06,ACCEPTED,COLLECTED,,,collections,2026-01-06,Check Collections Jan 14-15 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:04:14.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01785857,00304787,Activated,a041U00000Xup5IQAR,69,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785888,00311624,Activated,a048W00008B9BlzQAF,69,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785908,00312959,Activated,a04UU000002xcHxYAI,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 4 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785911,00313014,Activated,a04UU0000033urxYAA,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 13 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785922,00313324,Activated,a04UU000004JmEkYAK,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 11-12 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785923,00313309,Activated,a04UU000004JnSXYA0,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 9 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785954,00313880,Cancelled,a04UU0000080tHdYAI,79,236,REJECTED,PENDING,,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 13 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:20:25.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01785967,00314528,Activated,a04UU00000Asz7BYAR,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 11-12 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785975,00314677,Activated,a04UU00000BTZKHYA5,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 9 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785980,00314783,Activated,a04UU00000C7extYAB,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 11-12 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01785995,00315052,Activated,a04UU00000DlqZyYAJ,79,236,REJECTED,PENDING,R01,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 4 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01786017,00315346,Cancelled,a04UU00000FsRx3YAF,79,236,REJECTED,PENDING,,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:20:25.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01786039,00315733,Cancelled,a04UU00000GoMLtYAN,69,236,REJECTED,PENDING,,2026-01-30,ACCEPTED,COLLECTED,,,collections,2026-01-30,Check Collections Feb 11-12 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:19:21.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01786049,00315714,Cancelled,a04UU00000GyRaQYAV,69,236,REJECTED,PENDING,,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 5 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:20:25.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01786067,00315919,Cancelled,a04UU00000H68FeYAJ,79,236,REJECTED,PENDING,,2026-02-02,ACCEPTED,COLLECTED,,,collections,2026-02-02,Check Collections Feb 4 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:20:25.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01787482,00313500,Activated,a04UU000005307AYAQ,79,235,REJECTED,PENDING,R01,2026-02-03,ACCEPTED,COLLECTED,,,collections,2026-02-03,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01787487,00315860,Cancelled,a04UU00000GEikjYAD,69,235,REJECTED,PENDING,,2026-02-03,ACCEPTED,COLLECTED,,,collections,2026-02-03,Check Collections Feb 5 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:21:20.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01788725,00311713,Activated,a048W000088trVTQAY,69,232,REJECTED,PENDING,R01,2026-02-04,ACCEPTED,COLLECTED,,,collections,2026-02-04,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01788728,00313500,Activated,a04UU000005307AYAQ,79,232,REJECTED,PENDING,R01,2026-02-04,ACCEPTED,COLLECTED,,,collections,2026-02-04,Check Collections Feb 6 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01788739,00316376,Activated,a04UU00000H7ICvYAN,99,232,REJECTED,PENDING,R01,2026-02-03,ACCEPTED,COLLECTED,,,collections,2026-02-03,Check Collections Feb 11-12 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,"APLICADO 2026-09-22 (AC, contrato Activated, validado sin efectos secundarios)"
PY-01788856,00316539,Activated,a04UU00000HCby5YAD,99,231,REJECTED,PENDING,R01,2026-02-05,ACCEPTED,COLLECTED,,,collections,2026-02-05,Check Collections Feb 10 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,"APLICADO 2026-09-22 (AC, contrato Activated, validado sin efectos secundarios)"
PY-01792002,00316581,Cancelled,a04UU00000HCzPJYA1,99,225,REJECTED,PENDING,,2026-02-11,ACCEPTED,COLLECTED,,,collections,2026-02-11,Check Collections Feb 13 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-09T15:26:47.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,APLICADO 2026-09-22 (solo Cancelled)
PY-01792103,00311370,Activated,a048W000084Npa9QAC,69,224,REJECTED,PENDING,R01,2026-02-12,ACCEPTED,COLLECTED,,,collections,2026-02-12,Check Collections Feb 17 2026.pdf,NSF,COLLECTED,NUNCA_APLICADO_COLLECTED,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T1_CORREGIR_A_COBRADO,False,False,
PY-01773054,00312242,Activated,a048W00008EynIdQAJ,79,260,REJECTED,PENDING,R07,2026-01-08,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:05:11.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01773055,00312640,Cancelled,a04UU000002EyHhYAK,79,260,REJECTED,PENDING,R08,2026-01-08,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:05:11.000+0000,PRC_AUT: PENDING //PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01773059,00314205,Cancelled,a04UU000009UUWXYA4,89,260,REJECTED,PENDING,R08,2026-01-06,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:14.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01773061,00314450,Cancelled,a04UU00000AYTEkYAP,75,260,REJECTED,PENDING,R08,2026-01-07,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:42.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01773072,00316173,Cancelled,a04UU00000GkkBVYAZ,119,260,REJECTED,PENDING,,2026-01-08,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:05:11.000+0000,PRC_AUT: PENDING //PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01773073,00316203,Cancelled,a04UU00000GnJ57YAF,119,260,REJECTED,PENDING,,2026-01-08,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:05:11.000+0000,PRC_AUT: PENDING //PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01773986,00316240,Activated,a04UU00000GqV1hYAF,139,260,REJECTED,PENDING,R04,2026-01-07,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:42.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01773987,00316242,Activated,a04UU00000GqWXFYA3,139,260,REJECTED,PENDING,R04,2026-01-07,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:42.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01774861,00312640,Cancelled,a04UU000002EyHhYAK,79,260,REJECTED,PENDING,R08,2026-01-07,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:45.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01774863,00314205,Cancelled,a04UU000009UUWXYA4,89,260,REJECTED,PENDING,R08,2026-01-06,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:17.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01774864,00314450,Cancelled,a04UU00000AYTEkYAP,75,260,REJECTED,PENDING,R08,2026-01-07,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 260 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:04:45.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775767,00264042,Cancelled,a041U00000XuoxUQAR,69,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775791,00313908,Cancelled,a04UU000007XPreYAG,99,257,REJECTED,PENDING,R29,2026-01-12,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:07:09.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775794,00313535,Cancelled,a04UU00000DcA0UYAV,104,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775795,00314091,Cancelled,a04UU00000DcEVVYA3,104,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775797,00293236,Cancelled,a04UU00000EG5EzYAL,94,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775798,00293236,Cancelled,a04UU00000Et7btYAB,94,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775800,00293236,Cancelled,a04UU00000FbSj3YAF,94,257,REJECTED,PENDING,R08,2026-01-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:06:12.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775804,00315926,Cancelled,a04UU00000GKtjuYAD,74.5,257,REJECTED,PENDING,R04,2026-01-12,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:07:09.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01775807,00314880,Cancelled,a04UU00000GbfMLYAZ,74,257,REJECTED,PENDING,R02,2026-01-12,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 257 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:07:09.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776680,00315429,Activated,a04UU00000GzgfRYAR,69,256,REJECTED,PENDING,R01,2026-01-13,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 256 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01776681,00315452,Cancelled,a04UU00000Gzh5FYAR,69,256,REJECTED,PENDING,,2026-01-13,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 256 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:08:08.000+0000,PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776682,00315409,Cancelled,a04UU00000GzhTSYAZ,69,256,REJECTED,PENDING,R08,2026-01-12,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 256 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:07:09.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776755,00315409,Cancelled,a04UU00000GzhTSYAZ,69,253,REJECTED,PENDING,R08,2026-01-13,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 253 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:08:08.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776759,00315676,Activated,a04UU00000H0cWXYAZ,69,253,REJECTED,PENDING,R01,2026-01-14,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 253 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01776766,00315018,Cancelled,a04UU00000H0hMXYAZ,99,253,REJECTED,PENDING,R02,2026-01-14,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 253 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:09:17.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776771,00314611,Cancelled,a04UU00000BHTdZYAX,79,253,REJECTED,PENDING,,2026-01-13,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 253 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:08:11.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01776778,00315018,Cancelled,a04UU00000H0hMXYAZ,99,253,REJECTED,PENDING,R02,2026-01-14,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 253 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:09:24.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777712,00315018,Cancelled,a04UU00000H0hMXYAZ,99,252,REJECTED,PENDING,R02,2026-01-15,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 252 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:10:24.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777916,00316035,Cancelled,a04UU00000Ga1yrYAB,149,251,REJECTED,PENDING,R04,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777920,00316237,Activated,a04UU00000GqDuPYAV,69.5,251,REJECTED,PENDING,R04,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01777932,00316352,Cancelled,a04UU00000H4HA9YAN,49.5,251,REJECTED,PENDING,R04,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777989,00312640,Cancelled,a04UU00000D5rYrYAJ,104,251,REJECTED,PENDING,R08,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777994,00312732,Cancelled,a04UU00000Efe9XYAR,100,251,REJECTED,PENDING,R08,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01777997,00312732,Cancelled,a04UU00000FNudZYAT,100,251,REJECTED,PENDING,R08,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01778002,00312732,Cancelled,a04UU00000G7tzTYAR,100,251,REJECTED,PENDING,R08,2026-01-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 251 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T15:11:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
