Priority,Payment_Name,ContractNumber,SM_ACH_Order__c,Amount,Current_Payment_Status__c,Current_Check_Collection_Status__c,Current_Return_code__c,Current_Check_Collection_Date__c,Expected_Payment_Status__c,Expected_Check_Collection_Status__c,Expected_Return_code__c,Expected_Return_Change__c,Report_Txn_Date,Report_Source_File,Report_Type,Reason,Section,Mismatch_Type,Accepted_By_Timeout_Routine,Is_Test_or_VIP_Contract,LastModifiedDate,SM_Historical_Collection_Status__c,Estado_Aplicado
T1_CORREGIR_A_COBRADO,PY-01771801,00315299,a04UU00000FHuBdYAL,75,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 20 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771802,00315300,a04UU00000FHuOXYA1,75,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 20 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771812,00312988,a04UU00000FX1XmYAL,104,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 8 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771834,00312988,a04UU00000FjCPOYA3,104,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 8 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771840,00315346,a04UU00000FsRx3YAF,79,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771851,00313524,a04UU00000G4qI9YAJ,104,REJECTED,PENDING,,2026-01-02,ACCEPTED,COLLECTED,,,2026-01-02,Check Collections Jan 13 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:02:17.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771863,00313880,a04UU00000GDdf4YAD,104,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771867,00315829,a04UU00000GDgjNYAT,69,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 13 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771882,00315867,a04UU00000GEv0PYAT,69,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771884,00315871,a04UU00000GEyUXYA1,69,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771890,00315574,a04UU00000GNFhuYAH,69,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771892,00315483,a04UU00000GNga1YAD,69,REJECTED,PENDING,,2025-12-31,ACCEPTED,COLLECTED,,,2025-12-31,Check Collections Jan 5-6 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:01:15.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01771901,00315746,a04UU00000GiNkTYAV,69,REJECTED,PENDING,,2025-12-30,ACCEPTED,COLLECTED,,,2025-12-30,Check Collections Jan 9-12 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:00:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T1_CORREGIR_A_COBRADO,PY-01772394,00315733,a04UU00000GoMLtYAN,69,REJECTED,PENDING,,2026-01-02,ACCEPTED,COLLECTED,,,2026-01-02,Check Collections Jan 13 2026.pdf,collections,NSF,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-09-09T15:02:17.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T2_REVISION_MANUAL,PY-01738648,00313253,a04UU000004JieAYAS,75,ACCEPTED,Collected,R01,2025-11-19,REJECTED,PENDING,,,2025-10-07,ResumenOctNovDec2025.pdf,collections,NSF 13 10-07,PENDING,"GUARD_REGRESION (exito actual vs reporte de retroceso -- bloqueado a proposito por la automatizacion, requiere revision manual)",False,False,2026-08-04T12:14:35.000+0000,,APLICADO 2026-09-22
T2_REVISION_MANUAL,PY-01741839,00314503,a04UU00000AndX7YAJ,79,ACCEPTED,Collected,R01,2025-11-17,REJECTED,PENDING,,,2025-10-16,ResumenOctNovDec2025.pdf,collections,NSF 19 10-16,PENDING,"GUARD_REGRESION (exito actual vs reporte de retroceso -- bloqueado a proposito por la automatizacion, requiere revision manual)",False,False,2026-08-04T12:15:34.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01726132,00315147,a04UU00000De0EkYAJ,99,ACCEPTED,Collected,R01,2025-10-03,ACCEPTED,COLLECTED,,,2025-09-02,ResumenOctNovDec2025.pdf,collections,NSF 10-02,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-08-04T12:14:33.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01729785,00315245,a04UU00000EIoKsYAL,159,ACCEPTED,Collected,R01,2025-10-14,ACCEPTED,COLLECTED,,,2025-09-10,ResumenOctNovDec2025.pdf,collections,NSF 10-10,COLLECTED,NUNCA_APLICADO (el reporte dice COLLECTED/ACCEPTED pero el registro se quedo en un estado anterior),False,False,2026-08-04T12:14:33.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01732677,00315287,a04UU00000EUIKPYA5,79.5,REJECTED,Not_collected,R01,2025-11-03,REJECTED,NOT_COLLECTED,,,2025-09-18,ResumenOctNovDec2025.pdf,collections,PASTDUE DATE 10-31,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:33.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01732762,00315110,a04UU00000E2uR4YAJ,79,REJECTED,Not_collected,R01,2025-11-04,REJECTED,NOT_COLLECTED,,,2025-09-19,ResumenOctNovDec2025.pdf,collections,PASTDUE DATE 11-03,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:33.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01739486,00315380,a04UU00000EweGMYAZ,149,REJECTED,Not_collected,R01,2025-10-21,REJECTED,NOT_COLLECTED,,,2025-10-08,ResumenOctNovDec2025.pdf,collections,PASTDUE DATE 10-20,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:35.000+0000,,APLICADO 2026-09-22
T3_SOLO_FORMATO,PY-01739559,00315276,a04UU00000ESJNpYAP,119,REJECTED,Not_collected,R01,2025-10-24,REJECTED,NOT_COLLECTED,,,2025-10-10,ResumenOctNovDec2025.pdf,collections,PASTDUE DATE 10-22,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:35.000+0000,,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01733304,00314896,a04UU00000CcwTvYAJ,79,REJECTED,Not_collected,R01,2025-11-05,REJECTED,PENDING,,,2025-09-22,ResumenOctNovDec2025.pdf,collections,NSF 2 09-22,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01735299,00314484,a04UU00000Avv8hYAB,75,REJECTED,Not_collected,R01,2025-11-14,REJECTED,PENDING,,,2025-09-29,ResumenOctNovDec2025.pdf,collections,NSF 7 09-29,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01735938,00312988,a04UU000002yIvOYAU,79,REJECTED,Not_collected,R01,2025-11-14,REJECTED,PENDING,,,2025-09-30,ResumenOctNovDec2025.pdf,collections,NSF 8 09-30,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01736550,00302396,a041U00000XuouhQAB,79,REJECTED,Not_collected,R01,2025-11-17,REJECTED,PENDING,,,2025-10-01,ResumenOctNovDec2025.pdf,collections,NSF 9 10-01,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01736553,00259558,a041U00000Xuow7QAB,75,REJECTED,Not_collected,R01,2025-11-17,REJECTED,PENDING,,,2025-10-01,ResumenOctNovDec2025.pdf,collections,NSF 9 10-01,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01736643,00313321,a04UU000004G4GgYAK,79,REJECTED,Not_collected,R01,2025-11-05,REJECTED,PENDING,,,2025-10-01,ResumenOctNovDec2025.pdf,collections,NSF 9 10-01,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01736677,00313920,a04UU000007gB7tYAE,79,REJECTED,Not_collected,R01,2025-11-17,REJECTED,PENDING,,,2025-10-01,ResumenOctNovDec2025.pdf,collections,NSF 9 10-01,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:35.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01736722,00314777,a04UU00000C7TPnYAN,79,REJECTED,Not_collected,R01,2025-11-17,REJECTED,PENDING,,,2025-10-01,ResumenOctNovDec2025.pdf,collections,NSF 9 10-01,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:35.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01738649,00314090,a04UU0000087SZFYA2,79,REJECTED,Not_collected,R01,2025-11-21,REJECTED,PENDING,,,2025-10-07,ResumenOctNovDec2025.pdf,collections,NSF 13 10-07,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:14:35.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01741824,00312713,a04UU000001bZpUYAU,49,REJECTED,Not_collected,R01,2025-12-03,REJECTED,PENDING,,,2025-10-16,ResumenOctNovDec2025.pdf,collections,NSF 19 10-16,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01741844,00314751,a04UU00000BoZXJYA3,99,REJECTED,Not_collected,R01,2025-12-03,REJECTED,PENDING,,,2025-10-16,ResumenOctNovDec2025.pdf,collections,NSF 19 10-16,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01741856,00315195,a04UU00000EU8bBYAT,79,REJECTED,Not_collected,R01,2025-12-03,REJECTED,PENDING,,,2025-10-16,ResumenOctNovDec2025.pdf,collections,NSF 19 10-16,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01742786,00315110,a04UU00000E2uR4YAJ,79,REJECTED,Not_collected,R01,2025-12-08,REJECTED,PENDING,,,2025-10-20,ResumenOctNovDec2025.pdf,collections,NSF 21 10-20,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01742789,00315386,a04UU00000ExdjgYAB,149,REJECTED,Not_collected,R01,2025-12-08,REJECTED,PENDING,,,2025-10-20,ResumenOctNovDec2025.pdf,collections,NSF 21 10-20,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01743564,00312894,a04UU000003QdnCYAS,79,REJECTED,Not_collected,R01,2025-12-08,REJECTED,PENDING,,,2025-10-21,ResumenOctNovDec2025.pdf,collections,NSF 22 10-21,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01743568,00314896,a04UU00000CcwTvYAJ,79,REJECTED,Not_collected,R01,2025-12-08,REJECTED,PENDING,,,2025-10-21,ResumenOctNovDec2025.pdf,collections,NSF 22 10-21,PENDING,OTRO_DESAJUSTE,False,False,2026-08-04T12:15:34.000+0000,,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01749678,00314090,a04UU0000087SZFYA2,79,REJECTED,NOT_COLLECTED,,2025-11-07,REJECTED,PENDING,,,2025-11-07,ResumenOctNovDec2025.pdf,collections,NSF 17 11-07,PENDING,OTRO_DESAJUSTE,False,False,2026-09-13T12:16:46.000+0000,PRC_AUT: PENDING //,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01752568,00314090,a04UU00000EzR9qYAF,104,REJECTED,NOT_COLLECTED,,2025-11-17,REJECTED,PENDING,,,2025-11-17,ResumenOctNovDec2025.pdf,collections,NSF 22 11-17,PENDING,OTRO_DESAJUSTE,False,False,2026-09-13T12:16:46.000+0000,PRC_AUT: PENDING //,EXCLUIDO -- ver TEMP/_excluded_18.csv (posible evento real posterior no indexado)
T4_SUBESTADO_MENOR,PY-01754245,00312894,a04UU000003QdnCYAS,79,REJECTED,PENDING,,2025-11-20,REJECTED,NOT_COLLECTED,,,2025-11-20,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:47:33.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01754246,00314896,a04UU00000CcwTvYAJ,79,REJECTED,PENDING,,2025-11-20,REJECTED,NOT_COLLECTED,,,2025-11-20,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:47:33.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756608,00302396,a041U00000XuouhQAB,79,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756611,00259558,a041U00000Xuow7QAB,75,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756636,00309104,a048W00007fdWgkQAE,69,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756754,00314484,a04UU00000Avv8hYAB,75,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756763,00311797,a04UU00000BQSOvYAP,104,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756770,00311797,a04UU00000Bx0s6YAB,104,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756774,00314777,a04UU00000C7TPnYAN,79,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756781,00314913,a04UU00000CjwqbYAB,79,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756788,00311797,a04UU00000DI2yNYAT,104,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756803,00311797,a04UU00000EU097YAD,104,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756812,00311797,a04UU00000FDGPhYAP,104,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756823,00259558,a04UU00000FbShSYAV,100,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756824,00309104,a04UU00000FbSj5YAF,94,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01756839,00315308,a04UU00000FpXirYAF,79,REJECTED,PENDING,,2025-11-28,REJECTED,NOT_COLLECTED,,,2025-11-28,Check Collections Jan 13 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:50:31.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01758029,00315523,a04UU00000FQQMQYA5,74.5,REJECTED,PENDING,,2025-12-02,REJECTED,NOT_COLLECTED,,,2025-12-02,Check Collections Jan 14-15 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:51:28.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01763737,00312713,a04UU000001bZpUYAU,49,REJECTED,PENDING,,2025-12-15,REJECTED,NOT_COLLECTED,,,2025-12-15,Check Collections Jan 29 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:55:34.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01763766,00315195,a04UU00000EU8bBYAT,79,REJECTED,PENDING,,2025-12-15,REJECTED,NOT_COLLECTED,,,2025-12-15,Check Collections Jan 29 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:55:34.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764683,00314913,a04UU00000CwDufYAF,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764684,00314777,a04UU00000Dc7NaYAJ,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764685,00314913,a04UU00000DcFOLYA3,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764686,00314777,a04UU00000EFw5GYAT,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764687,00314913,a04UU00000EG50TYAT,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764690,00314777,a04UU00000Et3JmYAJ,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764698,00314777,a04UU00000FbSnxYAF,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764699,00314913,a04UU00000FbSpVYAV,104,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01764707,00315995,a04UU00000GVBNlYAP,149,REJECTED,PENDING,,2025-12-16,REJECTED,NOT_COLLECTED,,,2025-12-16,Check Collections Jan 30 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:05.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
