Payment_Name,Resultado,Ultimo_Estado_Indice,Fecha,Archivo_Origen,Fuente
PY-01824927,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824928,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824929,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824962,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824963,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824965,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824970,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824973,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824975,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824979,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824980,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824981,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824986,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824989,CONSISTENTE_PENDING,PENDING,2026-05-08,Check Collections May 11.pdf,Collections
PY-01824990,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01826311,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01826313,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01826314,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01828898,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01828949,CONSISTENTE_PENDING,PENDING,2026-05-11,Check Collections May 12.pdf,Collections
PY-01829088,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829089,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829091,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829092,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829093,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829096,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829097,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829098,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829100,CONSISTENTE_PENDING,PENDING,2026-05-07,Check Collections May 8.pdf,Collections
PY-01829238,CONSISTENTE_PENDING,PENDING,2026-05-08,Check Collections May 11.pdf,Collections
PY-01830267,CONSISTENTE_PENDING,PENDING,2026-05-11,Check Collections May 12.pdf,Collections
PY-01830310,CONSISTENTE_PENDING,PENDING,2026-05-12,Check Collections May 13.pdf,Collections
PY-01831479,CONSISTENTE_PENDING,PENDING,2026-05-11,Check Collections May 12.pdf,Collections
PY-01832750,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832751,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832752,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832753,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832755,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832756,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832757,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832758,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832759,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832761,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832762,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832764,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832765,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832766,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832767,CONSISTENTE_PENDING,PENDING,2026-05-14,Check Collections May 15 2026.pdf,Collections
PY-01832768,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832769,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832771,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832772,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832773,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832774,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832775,CONSISTENTE_PENDING,PENDING,2026-05-14,Check Collections May 15 2026.pdf,Collections
PY-01832776,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832777,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832778,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832780,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832781,CONSISTENTE_PENDING,PENDING,2026-05-14,Check Collections May 15 2026.pdf,Collections
PY-01832782,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01832783,CONSISTENTE_PENDING,PENDING,2026-05-13,Check Collections May 14.pdf,Collections
PY-01833159,CONSISTENTE_PENDING,PENDING,2026-05-14,Check Collections May 15 2026.pdf,Collections
PY-01834050,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834058,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834067,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834080,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834084,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834088,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834102,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834109,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834111,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834120,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834123,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834129,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834133,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834136,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834137,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834138,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834139,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834140,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834141,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834146,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834153,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834158,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834160,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834162,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834163,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834165,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834168,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834179,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834180,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834181,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01834184,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834189,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834195,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834199,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834205,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834208,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01834209,CONSISTENTE_PENDING,PENDING,2026-05-15,Check Collections May 18-19 2026.pdf,Collections
PY-01835544,CONSISTENTE_PENDING,PENDING,2026-05-19,Check Collections May 20 2026.pdf,Collections
PY-01836838,CONSISTENTE_PENDING,PENDING,2026-05-20,Check Collections May 21 2026.pdf,Collections
PY-01836988,CONSISTENTE_PENDING,PENDING,2026-05-21,Check Collections May 22 2026.pdf,Collections
PY-01836991,CONSISTENTE_PENDING,PENDING,2026-05-20,Check Collections May 21 2026.pdf,Collections
PY-01836996,CONSISTENTE_PENDING,PENDING,2026-05-21,Check Collections May 22 2026.pdf,Collections
PY-01837005,CONSISTENTE_PENDING,PENDING,2026-05-20,Check Collections May 21 2026.pdf,Collections
PY-01837201,CONSISTENTE_PENDING,PENDING,2026-05-21,Check Collections May 22 2026.pdf,Collections
PY-01838211,CONSISTENTE_PENDING,PENDING,2026-05-26,Check Collections May 27 2026.pdf,Collections
PY-01838212,CONSISTENTE_PENDING,PENDING,2026-05-22,Check Collections May 26 2026.pdf,Collections
PY-01838213,CONSISTENTE_PENDING,PENDING,2026-05-22,Check Collections May 26 2026.pdf,Collections
PY-01838216,CONSISTENTE_PENDING,PENDING,2026-05-26,Check Collections May 27 2026.pdf,Collections
PY-01838226,CONSISTENTE_PENDING,PENDING,2026-06-02,Check Collections Jun 3.pdf,Collections
PY-01838230,CONSISTENTE_PENDING,PENDING,2026-05-22,Check Collections May 26 2026.pdf,Collections
PY-01838232,CONSISTENTE_PENDING,PENDING,2026-05-26,Check Collections May 27 2026.pdf,Collections
PY-01838236,CONSISTENTE_PENDING,PENDING,2026-05-26,Check Collections May 27 2026.pdf,Collections
PY-01840484,CONSISTENTE_PENDING,PENDING,2026-05-27,Check Collections May 28 2026.pdf,Collections
PY-01840619,CONSISTENTE_PENDING,PENDING,2026-05-27,Check Collections May 28 2026.pdf,Collections
PY-01840725,CONSISTENTE_PENDING,PENDING,2026-05-29,Check Collections Jun 1a2.pdf,Collections
PY-01840730,CONSISTENTE_PENDING,PENDING,2026-05-29,Check Collections Jun 1a2.pdf,Collections
PY-01841616,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841620,CONSISTENTE_PENDING,PENDING,2026-05-29,Check Collections Jun 1a2.pdf,Collections
PY-01841628,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841629,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841663,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841670,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841673,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841674,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01841677,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842083,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842108,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842110,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842115,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842142,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842148,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842150,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842158,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842159,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842160,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842175,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842176,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842177,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842179,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842188,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842189,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842192,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842200,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842217,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842218,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842236,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842239,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842249,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842258,CONSISTENTE_PENDING,PENDING,2026-05-29,Check Collections Jun 1a2.pdf,Collections
PY-01842262,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01842276,CONSISTENTE_PENDING,PENDING,2026-06-01,Check Collections Jun 1a2.pdf,Collections
PY-01843592,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01845221,CONSISTENTE_PENDING,PENDING,2026-06-03,Check Collections Jun 4.pdf,Collections
PY-01845232,CONSISTENTE_PENDING,PENDING,2026-06-03,Check Collections Jun 4.pdf,Collections
PY-01845252,CONSISTENTE_PENDING,PENDING,2026-06-03,Check Collections Jun 4.pdf,Collections
PY-01845258,CONSISTENTE_PENDING,PENDING,2026-06-02,Check Collections Jun 3.pdf,Collections
PY-01845422,CONSISTENTE_PENDING,PENDING,2026-06-04,Check Collections Jun 5a8 2026.pdf,Collections
PY-01846486,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01846490,CONSISTENTE_PENDING,PENDING,2026-06-05,Check Collections Jun 5a8 2026.pdf,Collections
PY-01847627,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847628,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847629,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847630,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847631,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847633,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01847634,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847636,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847638,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01847641,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01847642,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847643,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847644,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01847646,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847648,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01847650,CONSISTENTE_PENDING,PENDING,2026-06-08,Check Collections Jun 9 2026.pdf,Collections
PY-01847651,CONSISTENTE_PENDING,PENDING,2026-06-12,Check Collections Jun 12a15 2026.pdf,Collections
PY-01847653,CONSISTENTE_PENDING,PENDING,2026-06-12,Check Collections Jun 12a15 2026.pdf,Collections
PY-01847656,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01848917,CONSISTENTE_PENDING,PENDING,2026-06-10,Check Collections Jun 11 2026.pdf,Collections
PY-01848919,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01848920,CONSISTENTE_PENDING,PENDING,2026-06-09,Check Collections Jun 10 2026.pdf,Collections
PY-01849205,CONSISTENTE_PENDING,PENDING,2026-06-10,Check Collections Jun 11 2026.pdf,Collections
PY-01849219,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01849466,CONSISTENTE_PENDING,PENDING,2026-06-11,Check Collections Jun 12a15 2026.pdf,Collections
PY-01849468,CONSISTENTE_PENDING,PENDING,2026-06-12,Check Collections Jun 12a15 2026.pdf,Collections
PY-01849469,CONSISTENTE_PENDING,PENDING,2026-07-23,CheckCollectionDailyReport_07242026.pdf,Collections
PY-01849472,CONSISTENTE_PENDING,PENDING,2026-06-12,Check Collections Jun 12a15 2026.pdf,Collections
PY-01849473,CONSISTENTE_PENDING,PENDING,2026-06-12,Check Collections Jun 12a15 2026.pdf,Collections
PY-01850055,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850063,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850067,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850071,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850083,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850086,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850087,CONSISTENTE_PENDING,PENDING,2026-06-15,Check Collections Jun 16 2026.pdf,Collections
PY-01850720,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852535,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852543,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852552,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852563,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852570,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852574,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852599,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852601,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852624,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852637,CONSISTENTE_PENDING,PENDING,2026-06-16,Check Collections Jun 17 2026.pdf,Collections
PY-01852960,CONSISTENTE_PENDING,PENDING,2026-06-18,Check Collections Jun 22 2026.pdf,Collections
PY-01853253,CONSISTENTE_PENDING,PENDING,2026-06-18,Check Collections Jun 22 2026.pdf,Collections
PY-01853262,CONSISTENTE_PENDING,PENDING,2026-06-22,Check Collections Jun 23 2026.pdf,Collections
PY-01853952,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853956,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853960,CONSISTENTE_PENDING,PENDING,2026-06-22,Check Collections Jun 23 2026.pdf,Collections
PY-01853969,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853981,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853983,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853991,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01853997,CONSISTENTE_PENDING,PENDING,2026-06-23,Check Collections Jun 24 2026.pdf,Collections
PY-01854807,CONSISTENTE_PENDING,PENDING,2026-06-24,Check Collections Jun 25 2026.pdf,Collections
PY-01854810,CONSISTENTE_PENDING,PENDING,2026-06-24,Check Collections Jun 25 2026.pdf,Collections
PY-01856301,CONSISTENTE_PENDING,PENDING,2026-06-24,Check Collections Jun 25 2026.pdf,Collections
PY-01856302,CONSISTENTE_PENDING,PENDING,2026-06-24,Check Collections Jun 25 2026.pdf,Collections
PY-01856501,CONSISTENTE_PENDING,PENDING,2026-06-26,Check Collections Jun 26 2026.pdf,Collections
PY-01857151,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857160,CONSISTENTE_PENDING,PENDING,2026-07-07,Check Collections July 8 2026.pdf,Collections
PY-01857165,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857169,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857189,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857190,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857196,CONSISTENTE_PENDING,PENDING,2026-06-29,Check Collections Jun 30 2026.pdf,Collections
PY-01857953,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859473,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859481,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859498,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859500,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859505,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859533,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859538,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859548,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859549,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859550,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859558,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859565,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859566,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859567,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859569,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859578,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859579,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859582,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859590,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859606,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859607,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859624,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859626,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859627,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859635,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859642,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859646,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
