ContractNumber,Estado,FechaUltimaRevision,Detalle
00317083,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317088,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317096,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317103,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317197,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317199,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317203,PENDING_ACH_PAYMENT,2026-09-22,PY-01834181 en PENDING; PY-01841674 en PENDING
00317211,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317272,CANCELLED_OK,2026-09-22,Sub=16BbOAVKlgE6A2e3j (CANCELLED)
00317281,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317296,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317316,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317334,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317338,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317344,CANCELLED_OK,2026-09-22,Sub=AzyuNDVImcnvL8Uz (CANCELLED)
00317350,CANCELLED_OK,2026-09-22,Sub=AzZdgDVIqmsEb4sy (CANCELLED)
00317357,CANCELLED_OK,2026-09-22,Sub=16CVL2VIwHTXz4l7 (CANCELLED)
00317358,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317361,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317369,CANCELLED_OK,2026-09-22,Sub=16BaCJVIy5HW57rl (CANCELLED)
00317380,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317402,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317416,PENDING_ACH_PAYMENT,2026-09-22,PY-01850720 en PENDING
00317443,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317453,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317457,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317465,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317491,CANCELLED_OK,2026-09-22,Sub=AzqcOIVKHe9Fc950 (CANCELLED)
00310747,CANCELLED_OK,2026-09-22,ACH ya resuelto
00314635,CANCELLED_OK,2026-09-22,ACH ya resuelto
00316616,CANCELLED_OK,2026-09-22,Sub=AzZTsiVKpc65F1UZs (CANCELLED)
00317730,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317923,CANCELLED_OK,2026-09-22,Sub=16CPzpVOotz3sAzp (CANCELLED)
00316055,CANCELLED_OK,2026-09-22,ACH ya resuelto
00316393,CANCELLED_OK,2026-09-22,ACH ya resuelto
00316446,CANCELLED_OK,2026-09-22,Sub=AzyXPUVKlBQuB2OQY (CANCELLED)
00316581,PENDING_ACH_PAYMENT,2026-09-22,PY-01792002 en PENDING
00316777,PENDING_ACH_PAYMENT,2026-09-22,PY-01874897 en PENDING
00317286,PENDING_ACH_PAYMENT,2026-09-22,PY-01840730 en PENDING; PY-01849473 en PENDING
00317573,CANCELLED_OK,2026-09-22,Sub=AzylOKVLJfGuIO1F (CANCELLED)
00317106,CANCELLED_OK,2026-09-22,Sub=AzypnNVGDWrBf8e0 (CANCELLED)
00317179,CANCELLED_OK,2026-09-22,Sub=6oaAdVGyGqqo5mo (CANCELLED)
00317233,PENDING_ACH_PAYMENT,2026-09-22,PY-01828949 en PENDING; PY-01889257 en PENDING; PY-01889258 en PENDING; PY-01889262 en PENDING
00317293,PENDING_ACH_PAYMENT,2026-09-22,PY-01841663 en PENDING; PY-01850083 en PENDING
00317304,PENDING_ACH_PAYMENT,2026-09-22,PY-01889259 en PENDING; PY-01889260 en PENDING; PY-01889261 en PENDING
00317312,PENDING_ACH_PAYMENT,2026-09-22,PY-01841673 en PENDING; PY-01884637 en RETURN
00317313,CANCELLED_OK,2026-09-22,Sub=AzZn0BVIULRqia5G (CANCELLED)
00317315,PENDING_ACH_PAYMENT,2026-09-22,PY-01834199 en PENDING; PY-01841677 en PENDING; PY-01884640 en RETURN
00317332,CANCELLED_OK,2026-09-22,Sub=169jNkVIlIGhm5m3 (CANCELLED)
00317346,CANCELLED_OK,2026-09-22,Sub=169jNkVImq8Km7w6 (CANCELLED)
00317387,PENDING_ACH_PAYMENT,2026-09-22,PY-01884659 en RETURN
00317391,CANCELLED_OK,2026-09-22,Sub=AzyfWZVJKrZ2H6kM (CANCELLED)
00317408,CANCELLED_OK,2026-09-22,Sub=16CJLGVJRKtzDDNu (CANCELLED)
00317438,CANCELLED_OK,2026-09-22,Sub=AzZfn6VJiD96G63x (CANCELLED)
00317467,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317468,CANCELLED_OK,2026-09-22,Sub=16CSCGVK0bZlg9SE (CANCELLED)
00317478,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317480,CANCELLED_OK,2026-09-22,Sub=AzZJsHVKAz3ow5oq (CANCELLED)
00317484,CANCELLED_OK,2026-09-22,Sub=AzZJsHVKCIpwT800 (CANCELLED)
00317536,CANCELLED_OK,2026-09-22,Sub=Azyg8DVKqrEO69Vy (CANCELLED)
00317553,PENDING_ACH_PAYMENT,2026-09-22,PY-01845258 en PENDING; PY-01859720 en PENDING
00317556,CANCELLED_OK,2026-09-22,Sub=169ougVL1d9XSENC (CANCELLED)
00317557,CANCELLED_OK,2026-09-22,Sub=AzZON3VL1hGtlF1P (CANCELLED)
00317558,CANCELLED_OK,2026-09-22,Sub=AzZON3VL1jxZUF5J (CANCELLED)
00317585,CANCELLED_OK,2026-09-22,Sub=AzyXr8VLOvzkD8ql (CANCELLED)
00317598,CANCELLED_OK,2026-09-22,Sub=169n77VLVrZCW218 (CANCELLED)
00317614,CANCELLED_OK,2026-09-22,Sub=169n77VLbwu7xDdf (CANCELLED)
00317634,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317674,PENDING_ACH_PAYMENT,2026-09-22,PY-01866152 en PENDING
00317683,PENDING_ACH_PAYMENT,2026-09-22,PY-01853997 en PENDING; PY-01868536 en PENDING
00317700,CANCELLED_OK,2026-09-22,Sub=AzZS9IVMjfAAN9pw (CANCELLED)
00317701,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317731,CANCELLED_OK,2026-09-22,Sub=16BjqzVN635uUCyS (CANCELLED)
00317733,CANCELLED_OK,2026-09-22,Sub=16BjqzVN6iUhcDO0 (CANCELLED)
00317771,CANCELLED_OK,2026-09-22,Sub=16CHD5VNSwf1Q4wp (CANCELLED)
00317800,CANCELLED_OK,2026-09-22,Sub=AzyVlkVNlJGtmCkt (CANCELLED)
00317661,PENDING_ACH_PAYMENT,2026-09-22,PY-01879751 en PENDING
00317665,CANCELLED_OK,2026-09-22,Sub=AzysK4VMHHTRa7u3 (CANCELLED)
00317703,CANCELLED_OK,2026-09-22,Sub=169nQBVMk49LmAjh (CANCELLED)
00317717,CANCELLED_OK,2026-09-22,Sub=169qBJVMv2RiR6kh (CANCELLED)
00317718,STUCK_CONTRACT_STATUS,2026-09-22,"ACH ya resuelto, falta finalizar Contract.Status"
00317745,CANCELLED_OK,2026-09-22,Sub=169kLWVNIFDdmAbj (CANCELLED)
00317762,CANCELLED_OK,2026-09-22,Sub=16CMt2VNOIvlq7cN (CANCELLED)
00317772,CANCELLED_OK,2026-09-22,Sub=16CHD5VNTLjLn5Vv (CANCELLED)
00317788,PENDING_ACH_PAYMENT,2026-09-22,PY-01866368 en PENDING; PY-01890514 en PENDING
00317795,STUCK_CONTRACT_STATUS,2026-09-22,"Chargebee ya resuelto (Sub CANCELLED, invoices OK), falta finalizar Contract.Status"
00317803,PENDING_CHARGEBEE,2026-09-22,"Sub=PAUSED | Invoices: 4546(PAYMENT_DUE), 4641(PAYMENT_DUE), 6890(PAYMENT_DUE), 6965(PAYMENT_DUE)"
00317807,PENDING_CHARGEBEE,2026-09-22,"Sub=PAUSED | Invoices: 4313(NOT_PAID), 4355(NOT_PAID), 6635(PAYMENT_DUE), 6720(PAYMENT_DUE)"
00317816,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 4513(PAYMENT_DUE), 4579(PAYMENT_DUE), 7866(PAYMENT_DUE), 7963(PAYMENT_DUE)"
00317822,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 6014(PAYMENT_DUE), 6532(PAYMENT_DUE), 8550(PAYMENT_DUE), 8892(PAYMENT_DUE)"
00317823,CANCELLED_OK,2026-09-22,ACH ya resuelto
00317830,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 5412(PAYMENT_DUE), 5526(PAYMENT_DUE), 7862(PAYMENT_DUE), 7961(PAYMENT_DUE)"
00317835,PENDING_ACH_PAYMENT,2026-09-22,PY-01890515 en PENDING
00317851,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 4987(PAYMENT_DUE), 5235(PAYMENT_DUE), 7458(PAYMENT_DUE), 7598(PAYMENT_DUE), 9842(PAYMENT_DUE), 9980(PAYMENT_DUE)"
00317858,PENDING_ACH_PAYMENT,2026-09-22,PY-01890517 en PENDING
00317861,PENDING_ACH_PAYMENT,2026-09-22,PY-01873011 en RETURN; PY-01890540 en PENDING
00317863,PENDING_ACH_PAYMENT,2026-09-22,PY-01872247 en RETURN; PY-01890532 en PENDING
00317870,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 4547(PAYMENT_DUE), 4642(PAYMENT_DUE), 6895(PAYMENT_DUE), 6968(PAYMENT_DUE), 9290(PAYMENT_DUE), 9354(PAYMENT_DUE)"
00317876,PENDING_ACH_PAYMENT,2026-09-22,PY-01872248 en RETURN
00317881,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 6016(PAYMENT_DUE), 6531(PAID), 8478(PAYMENT_DUE), 8917(PAYMENT_DUE)"
00317915,REVISAR_MANUAL,2026-09-22,"SM_Customer_Cancellation__c=False | Ordenes: ACH-29535(Initiated), ACH-29727(Stopped)"
00317916,PENDING_ACH_PAYMENT,2026-09-22,PY-01870713 en PENDING; PY-01890520 en PENDING
00317918,PENDING_ACH_PAYMENT,2026-09-22,PY-01870714 en PENDING; PY-01890521 en PENDING
00317927,PENDING_ACH_PAYMENT,2026-09-22,PY-01870715 en PENDING; PY-01890522 en PENDING
00317928,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 5413(PAYMENT_DUE), 5527(PAYMENT_DUE), 7815(PAYMENT_DUE), 7922(PAYMENT_DUE)"
00317930,STUCK_CONTRACT_STATUS,2026-09-22,"ACH ya resuelto, falta finalizar Contract.Status"
00317942,STUCK_CONTRACT_STATUS,2026-09-22,"Chargebee ya resuelto (Sub CANCELLED, invoices OK), falta finalizar Contract.Status"
00317948,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 6433(PAYMENT_DUE), 6612(PAID), 7874(PAYMENT_DUE), 7968(PAYMENT_DUE)"
00317954,PENDING_ACH_PAYMENT,2026-09-22,PY-01870721 en PENDING; PY-01890523 en PENDING
00317957,PENDING_ACH_PAYMENT,2026-09-22,PY-01872251 en RETURN
00317970,PENDING_CHARGEBEE,2026-09-22,"Sub=ACTIVE | Invoices: 6653(PAYMENT_DUE), 6749(PAID), 7718(PAYMENT_DUE), 7772(PAYMENT_DUE), 10062(PAYMENT_DUE)"
00317971,PENDING_ACH_PAYMENT,2026-09-22,PY-01870727 en PENDING; PY-01890524 en PENDING
00317974,PENDING_ACH_PAYMENT,2026-09-22,PY-01890525 en PENDING
00318000,CANCELLED_OK,2026-09-22,Sub=AzqCYFVPwoJ819VX (CANCELLED)
00318018,PENDING_ACH_PAYMENT,2026-09-22,PY-01890528 en PENDING
00318022,STUCK_CONTRACT_STATUS,2026-09-22,"ACH ya resuelto, falta finalizar Contract.Status"
00318036,PENDING_CHARGEBEE,2026-09-22,Sub=ACTIVE | Invoices: 8567(PAID)
00318054,REVISAR_MANUAL,2026-09-22,"SM_Customer_Cancellation__c=True | Ordenes: ACH-29451(Initiated), ACH-29724(Stopped)"
00318092,PENDING_ACH_PAYMENT,2026-09-22,PY-01873040 en RETURN; PY-01890536 en PENDING
00318109,PENDING_ACH_PAYMENT,2026-09-22,PY-01876642 en RETURN
